body,topic
"Gassy Mikayla. And it is another warm day here in the Bay Area. It's only February, but we got some heat records set yesterday. More are expected today. Ktvu meteorologist Mark Tamil joins us now with how this unusual weather, Mark, really is a concern for firefighters. Yes, that's right, gossip. It's kind of been an extended period of dry weather. When you get these warm conditions day after day, those hillsides are drying up. So fire danger. Unfortunately, it's strange to be talking about the fire danger in February, but that is a ",['f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']
"Mark. Firefighters down in Southern California say they are making progress to contain 100 plus acre wildfire right near Laguna Beach. Category's Alley Rasmussen joins us live this afternoon. And Ally fire shut down schools and had people packing up and evacuated. And those evacuation orders are still in effect for several communities around Laguna Beach. What's now being called the Emerald Fire has burned about 145 acres. It is 5% contained. But the good news right now, firefighters say they have been able to slow the spread of this fire. People in communities living nearby breathing a sigh of relief, knowing just how bad this fire was just a few hours ago. ",['9a06646a-e1df-4fca-888e-69658420556b']
"Ali, thank you. San Francisco police are investigating an overnight shootout near the Great Highway that left one man dead and another hurt. Just before 01:00 this morning, police received a call about shots fired near Irving and 48th Avenue, just a block from the Great Highway. When officers arrived on scene, they say they found one man who had been shot. He was taken to a hospital where he was placed under arrest. Police then got a call about a car stopped on the Great Highway right near Skyline Boulevard where officers found a second man who had also been shot. He was pronounced dead at the scene. Our crew there on the scene saw the vehicle with Ohio license plates being towed away. If you have any information about the case, you are asked to call San Francisco police, ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"app new at noon. Prince Charles test positive for covid 19 for the second time. Royal officials say that the Prince of Wales was diagnosed earlier today and is self isolating. Right now, it is unclear if the 73 year old is experiencing any symptoms. Charles last public event was a reception yesterday evening at the British Museum. The heir to the British throne previously had coronavirus in March of 2020. New At ",['96326734-fd82-4350-b45c-513e7eb9147c']
"witnessed a group of students and parents protesting in Connecticut are not satisfied that the state will lift its mask mandates at the end of the month. They want it now. The group gathered in Hartford as the governor delivered the State of the State address yesterday to call for a return to normal life. Governor Ned Lamont announced that the mask mandate for schools and daycares will be lifted on February 28. After that, individual school districts will decide if mass should be worn in school. The CDC says it is still not time to lift mask mandates. You can see again where mass are required not required, as well as the easing of guidelines on our website, ABC Seven NY and on our ","['96326734-fd82-4350-b45c-513e7eb9147c', '6fbf954a-03f9-4782-a65f-783271c9c447']"
"morning, we've got another burner this time down in Southern California. So to this developing story we go several communities in Laguna Beach have been under mandatory evacuation orders right now because of a fire. Ktv's Alley Rasmuss joins us live here from the newsroom with the latest Alley. Well, we have some positive news to report. California says they've been able to slow the spread of this wildfire. They estimate about seven to ten acres have burned. They hope to have it contained by the end of today. So that is the good news ",['9a06646a-e1df-4fca-888e-69658420556b']
"News. Ali, thank you. Here in the Bay Area, we've had temperatures in the 70s this week, while some other parts of the country are seeing snow and freezing weather. While it might be pleasant outside for us, it is also very concerning. The Sierra started out far warmer and drier than average. That means the Sierra snow path that piled up in November and December is already starting to melt. ",['9a06646a-e1df-4fca-888e-69658420556b']
"you. Starting today, a new Covet vaccine order is in effect in Marin County, affecting the police, Sheriff's deputies, firefighters and EMTs. Even though the order takes effect today, they still have a few weeks to get their first vaccine dose. Unvaccinated first responders have until March 1 to get their first dose and April 15 to get their second. The new role also mandates booster shots within 15 days of becoming eligible. Starting on April 15, unvaccinated or unboosted first responders won't be able to go into high risk settings or interact with the public. ",['96326734-fd82-4350-b45c-513e7eb9147c']
"her. Well, a heartbreaking scene in Queens today as her mother returned to the spot where her ten year old was killed. In a freak accident. Priscilla Apocalba clutched a blue dress, the same one her daughter Devina had worn on her birthday. Devina became pinned against a car wash in Far Rockaway yesterday when a driver with a learner's permit lost control. The tragedy is just too much for the mother to understand. ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"Kala. Vaccinations for children as young as six months old could begin in less than two weeks. Now, federal officials are about to start the approval process. So the FDA meets next Tuesday to discuss emergency authorization for Pfizer's vaccine. Now that will be for kids between six months and five years old. They'll discuss the available data, and if approved, it goes to the CDC advisory panel. And from there, the CDC director needs to give the final approval. The government plans to roll out about 10 million vaccine doses to start with. It will be shipped to providers and facilities come February ","['96326734-fd82-4350-b45c-513e7eb9147c', 'f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa']"
"vaccines, 30 New York City workers are expected to lose their jobs tomorrow because they did not get the COVID vaccine. Yeah, we've been talking about this one tomorrow. It's a deadline for municipal employees like police officers, firefighters and teachers to have at least one of those doses. The 30 people we're talking about represent just 1% of the city's workforce. That's according to The New York Times. The report says it could be the nation's largest worker reduction tied to a vaccine mandate. The Mayor, Mayor Adams, was asked about that deadline today. ","['39822b5f-e37e-43e8-b997-7142fe55c3ea', '96326734-fd82-4350-b45c-513e7eb9147c']"
"violence. Today alone, at least five people were shot in four incidents across the city. Among the victims, a livery driver who was grazed by a bullet while dropping off a passenger in Brooklyn. And another victim was a sanitation worker. Eyewitness News reporter N. J. Burkett is live in Hell's Kitchen with more today. Nj? That's right, Lauren. The crime scene here in Manhattan is literally the middle of west 52nd street off of 10th Avenue. Bullets flying here at 1130 ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
